Player,Salary,Salary adjusted by inflation,Season
Dennis Schroeder,15500000,15600088,2019/20
Ian Mahinmi,15450051,15549817,2019/20
James Johnson,15349400,15448516,2019/20
Marcus Morris,15000000,15096859,2019/20
Bobby Portis,15000000,15096859,2019/20
Danny Green,14634147,14728644,2019/20
Rudy Gay,14500000,14593631,2019/20
Cody Zeller,14471910,14565359,2019/20
Eric Gordon,14057730,14148505,2019/20
Mason Plumlee,14041096,14131763,2019/20
JJ Redick,13486300,13573385,2019/20
Jordan Clarkson,13437500,13524270,2019/20
Dewayne Dedmon,13333334,13419431,2019/20
Solomon Hill,13290395,13376215,2019/20
Justise Winslow,13000000,13083945,2019/20
Thaddeus Young,12900000,12983299,2019/20
Will Barton,12776786,12859289,2019/20
Courtney Lee,12759670,12842063,2019/20
Larry Nance Jr,12727273,12809457,2019/20
Patrick Mills,12678571,12760440,2019/20
Kelly Olynyk,12667885,12749685,2019/20
Marcus Smart,12553571,12634633,2019/20
Terrence Ross,12500000,12580716,2019/20
Patrick Beverley,12345680,12425400,2019/20
Trevor Ariza,12200000,12278779,2019/20
Brook Lopez,12093024,12171112,2019/20
Jusuf Nurkic,12000000,12077487,2019/20
Cory Joseph,12000000,12077487,2019/20
Joe Ingles,11454546,11528511,2019/20
Tony Snell,11392857,11466424,2019/20
Robert Covington,11301219,11374194,2019/20
Meyers Leonard,11286515,11359395,2019/20
TJ Warren,11060000,11131418,2019/20
Moe Harkless,11011234,11082337,2019/20
Andre Roberson,10740740,10810096,2019/20
Spencer Dinwiddie,10605600,10674083,2019/20
Jeremy Lamb,10500000,10567801,2019/20
Dwight Powell,10259375,10325623,2019/20
George Hill,10133907,10199344,2019/20
Josh Richardson,10116576,10181902,2019/20
Norman Powell,10116576,10181902,2019/20
Tyus Jones,10116000,10181322,2019/20
Tomas Satoransky,10000000,10064573,2019/20
DeAndre Jordan,9881598,9945406,2019/20
Zion Williamson,9757440,9820447,2019/20
Markelle Fultz,9745200,9808127,2019/20
John Henson,9732396,9795241,2019/20
Matthew Dellavedova,9607500,9669538,2019/20
Dante Exum,9600000,9661990,2019/20
Deandre Ayton,9562920,9624670,2019/20
Delon Wright,9473684,9534858,2019/20
Jerami Grant,9346153,9406504,2019/20
Fred VanVleet,9346153,9406504,2019/20
Al-Farouq Aminu,9258000,9317781,2019/20
Kyle Anderson,9073050,9131637,2019/20
Taj Gibson,9000000,9058115,2019/20
Ja Morant,8730240,8786614,2019/20
Lonzo Ball,8719320,8775623,2019/20
E'Twaun Moore,8664928,8720880,2019/20
Marvin Bagley,8556120,8611369,2019/20
Bogdan Bogdanovic,8529386,8584463,2019/20
PJ Tucker,8349039,8402951,2019/20
Cristiano Felicio,8156500,8209169,2019/20
Kentavious Caldwell-Pope,8139282,8191840,2019/20
Ben Simmons,8113929,8166323,2019/20
Maxi Kleber,8000000,8051658,2019/20
Louis Williams,8000000,8051658,2019/20
Elfrid Payton,8000000,8051658,2019/20
Wayne Ellington,8000000,8051658,2019/20
Thomas Bryant,8000000,8051658,2019/20
RJ Barrett,7839960,7890585,2019/20
Jayson Tatum,7830000,7880560,2019/20
Jae Crowder,7815533,7866000,2019/20
Luka Doncic,7683360,7732973,2019/20
Joe Harris,7666667,7716173,2019/20
Seth Curry,7461380,7509560,2019/20
DeMarre Carroll,7339258,7386649,2019/20
Langston Galloway,7333333,7380686,2019/20
Doug McDermott,7333333,7380686,2019/20
Derrick Rose,7317074,7364322,2019/20
Brandon Ingram,7265485,7312400,2019/20
Darius Miller,7250000,7296815,2019/20
DJ Augustin,7250000,7296815,2019/20
De'Andre Hunter,7068360,7114002,2019/20
Josh Jackson,7059480,7105065,2019/20
Ersan Ilyasova,7000000,7045201,2019/20
Davis Bertans,7000000,7045201,2019/20
Jaren Jackson,6927480,6972213,2019/20
Nemanja Bjelica,6825000,6869071,2019/20
Jaylen Brown,6534829,6577026,2019/20
Jabari Parker,6500000,6541972,2019/20
Ivica Zubac,6481482,6523335,2019/20
Darius Garland,6400920,6442252,2019/20
De'Aaron Fox,6392760,6434040,2019/20
Trae Young,6273000,6313506,2019/20
Montrezl Harrell,6000000,6038743,2019/20
Ishmael Smith,6000000,6038743,2019/20
Marco Belinelli,5846154,5883904,2019/20
Jarrett Culver,5813640,5851180,2019/20
Jonathan Isaac,5806440,5843934,2019/20
Rodney Hood,5718000,5754923,2019/20
Mo Bamba,5697600,5734391,2019/20
Trey Lyles,5500000,5535515,2019/20
Aron Baynes,5453280,5488493,2019/20
Kris Dunn,5348007,5382540,2019/20
Coby White,5307120,5341389,2019/20
Lauri Markkanen,5300400,5334626,2019/20
Wendell Carter,5201400,5234987,2019/20
Daniel Theis,5000000,5032286,2019/20
Jaxson Hayes,4862040,4893435,2019/20
Buddy Hield,4861207,4892597,2019/20
Frank Ntilikina,4855800,4887155,2019/20
Rodney McGruder,4807693,4838737,2019/20
Enes Kanter,4767000,4797782,2019/20
Garrett Temple,4767000,4797782,2019/20
Justin Holiday,4767000,4797782,2019/20
JaMychal Green,4767000,4797782,2019/20
Avery Bradley,4767000,4797782,2019/20
Robin Lopez,4767000,4797782,2019/20
Mike Scott,4767000,4797782,2019/20
Frank Kaminsky,4767000,4797782,2019/20
Richaun Holmes,4767000,4797782,2019/20
Ed Davis,4767000,4797782,2019/20
Collin Sexton,4764960,4795728,2019/20
Rui Hachimura,4469160,4498018,2019/20
Kevon Looney,4464286,4493113,2019/20
Dennis Smith,4463640,4492463,2019/20
Jamal Murray,4444746,4473447,2019/20
Kevin Knox,4380120,4408403,2019/20
Cam Reddish,4245720,4273136,2019/20
Zach Collins,4240200,4267580,2019/20
Mikal Bridges,4161000,4187868,2019/20
Alex Len,4160000,4186862,2019/20
Nicolo Melli,4102564,4129055,2019/20
Cameron Johnson,4033440,4059485,2019/20
Malik Monk,4028400,4054412,2019/20
Dorian Finney-Smith,4000000,4025829,2019/20
JaVale McGee,4000000,4025829,2019/20
Reggie Bullock,4000000,4025829,2019/20
Patrick McCaw,4000000,4025829,2019/20
Shai Gilgeous-Alexander,3952920,3978445,2019/20
PJ Washington,3831840,3856583,2019/20
Luke Kennard,3827160,3851873,2019/20
Miles Bridges,3755400,3779649,2019/20
Jakob Poeltl,3754885,3779131,2019/20
Tyler Herro,3640200,3663705,2019/20
Donovan Mitchell,3635760,3659237,2019/20
Stanley Johnson,3623000,3646394,2019/20
Jake Layman,3581986,3605116,2019/20
Thon Maker,3569643,3592693,2019/20
Jerome Robinson,3567720,3590757,2019/20
Danuel House,3540000,3562858,2019/20
Domantas Sabonis,3529554,3552345,2019/20
Boban Marjanovic,3500000,3522600,2019/20
TJ McConnell,3500000,3522600,2019/20
DeMarcus Cousins,3500000,3522600,2019/20
Taurean Prince,3481985,3504469,2019/20
Dario Saric,3481985,3504469,2019/20
Romeo Langford,3458400,3480732,2019/20
Bam Adebayo,3454080,3476384,2019/20
Michael Porter,3389400,3411286,2019/20
Denzel Valentine,3377568,3399378,2019/20
Juan Hernangomez,3321029,3342473,2019/20
Sekou Doumbouya,3285120,3306333,2019/20
Justin Jackson,3280920,3302105,2019/20
Troy Brown,3219480,3240269,2019/20
Yogi Ferrell,3150000,3170340,2019/20
Zhaire Smith,3058800,3078551,2019/20
Ryan Arcidiacono,3000000,3019371,2019/20
Quinn Cook,3000000,3019371,2019/20
Khem Birch,3000000,3019371,2019/20
Nickeil Alexander-Walker,2964840,2983984,2019/20
DJ Wilson,2961120,2980240,2019/20
Cedi Osman,2907143,2925915,2019/20
Donte DiVincenzo,2905800,2924563,2019/20
Bryn Forbes,2875000,2893564,2019/20
Goga Bitadze,2816760,2834948,2019/20
TJ Leaf,2813280,2831446,2019/20
Lonnie Walker,2764200,2782049,2019/20
Alex Caruso,2750000,2767757,2019/20
Malik Beasley,2731713,2749352,2019/20
Luka Samanic,2689920,2707289,2019/20
John Collins,2686560,2703908,2019/20
Kevin Huerter,2636280,2653303,2019/20
Caris LeVert,2625717,2642672,2019/20
Marko Guduric,2625000,2641950,2019/20
DeAndre Bembry,2603981,2620795,2019/20
Matisse Thybulle,2582160,2598833,2019/20
Harry Giles,2578800,2595452,2019/20
Vince Carter,2564753,2581314,2019/20
Wilson Chandler,2564753,2581314,2019/20
Jose Juan Barea,2564753,2581314,2019/20
Thabo Sefolosha,2564753,2581314,2019/20
Tyson Chandler,2564753,2581314,2019/20
Dwight Howard,2564753,2581314,2019/20
Rajon Rondo,2564753,2581314,2019/20
Jared Dudley,2564753,2581314,2019/20
Udonis Haslem,2564753,2581314,2019/20
Kyle Korver,2564753,2581314,2019/20
Wesley Matthews,2564753,2581314,2019/20
Josh Okogie,2530680,2547021,2019/20
Vincent Poirier,2505793,2521973,2019/20
Rondae Hollis-Jefferson,2500000,2516143,2019/20
Brandon Clarke,2478840,2494846,2019/20
Terrance Ferguson,2475840,2491827,2019/20
Grayson Allen,2429400,2445087,2019/20
Alfonzo McKinnie,2391985,2407430,2019/20
Grant Williams,2379840,2395207,2019/20
Jarrett Allen,2376840,2392188,2019/20
Pascal Siakam,2351838,2367024,2019/20
Skal Labissiere,2338846,2353948,2019/20
Chandler Hutchison,2332320,2347380,2019/20
Patrick Patterson,2331593,2346648,2019/20
Dejounte Murray,2321735,2336727,2019/20
Alec Burks,2320044,2335025,2019/20
Damian Jones,2305057,2319941,2019/20
Darius Bazley,2284800,2299553,2019/20
Ante Zizic,2281800,2296534,2019/20
OG Anunoby,2281800,2296534,2019/20
Markieff Morris,2259887,2274479,2019/20
Luke Kornet,2250000,2264528,2019/20
Aaron Holiday,2239200,2253659,2019/20
Ty Jerome,2193480,2207644,2019/20
Willie Cauley-Stein,2177483,2191543,2019/20
Kyle O'Quinn,2174318,2188358,2019/20
Austin Rivers,2174310,2188350,2019/20
Carmelo Anthony,2159029,2172970,2019/20
Anfernee Simons,2149560,2163440,2019/20
Nassir Little,2105520,2119116,2019/20
Moritz Wagner,2063520,2076844,2019/20
Dylan Windler,2035800,2048945,2019/20
Caleb Swanigan,2033160,2046288,2019/20
Ben McLemore,2028594,2041693,2019/20
Mike Muscala,2028594,2041693,2019/20
Michael Carter-Williams,2028594,2041693,2019/20
Noah Vonleh,2000000,2012914,2019/20
Torrey Craig,2000000,2012914,2019/20
Edmond Sumner,2000000,2012914,2019/20
Landry Shamet,1995120,2008003,2019/20
Mfiondu Kabengele,1977000,1989766,2019/20
Kyle Kuzma,1974600,1987350,2019/20
Jordan Poole,1964760,1977447,2019/20
Tony Bradley,1962360,1975031,2019/20
Keldon Johnson,1950600,1963195,2019/20
Derrick White,1948080,1960659,2019/20
Robert Williams,1937520,1950031,2019/20
Josh Hart,1934160,1946649,2019/20
Jacob Evans,1925880,1938316,2019/20
Dzanan Musa,1911600,1923943,2019/20
Omari Spellman,1897800,1910054,2019/20
Nerlens Noel,1882867,1895025,2019/20
James Ennis,1882867,1895025,2019/20
Glenn Robinson III,1882867,1895025,2019/20
Bruno Caboclo,1845301,1857216,2019/20
Shabazz Napier,1845301,1857216,2019/20
JR Smith,1746470,1757747,2019/20
JaKarr Sampson,1737145,1748362,2019/20
Raul Neto,1737145,1748362,2019/20
Mario Hezonja,1737145,1748362,2019/20
Emmanuel Mudiay,1737145,1748362,2019/20
Pat Connaughton,1723050,1734176,2019/20
Jahlil Okafor,1702486,1713479,2019/20
Rodions Kurucs,1699236,1710208,2019/20
Cheick Diallo,1678854,1689694,2019/20
Willy Hernangomez,1676735,1687562,2019/20
Treveon Graham,1645357,1655981,2019/20
Christian Wood,1645357,1655981,2019/20
Derrick Jones,1645357,1655981,2019/20
Georges Niang,1645357,1655981,2019/20
Shaquille Harrison,1620564,1631028,2019/20
Furkan Korkmaz,1620564,1631028,2019/20
Semi Ojeleye,1618520,1628971,2019/20
Dwayne Bacon,1618520,1628971,2019/20
Dillon Brooks,1618520,1628971,2019/20
Sterling Brown,1618520,1628971,2019/20
Frank Jackson,1618520,1628971,2019/20
Damyean Dotson,1618520,1628971,2019/20
Abdel Nader,1618520,1628971,2019/20
Wesley Iwundu,1618520,1628971,2019/20
Royce O'Neale,1618520,1628971,2019/20
Monte Morris,1588231,1598486,2019/20
Malcolm Miller,1588231,1598486,2019/20
Chris Boucher,1588231,1598486,2019/20
Mitchell Robinson,1559712,1569783,2019/20
Isaiah Roby,1500000,1509685,2019/20
Nigel Williams-Goss,1500000,1509685,2019/20
Brad Wanamaker,1445697,1455032,2019/20
Thanasis Antetokounmpo,1445697,1455032,2019/20
Theo Pinson,1445697,1455032,2019/20
Shake Milton,1445697,1455032,2019/20
Wenyen Gabriel,1445697,1455032,2019/20
Devonte Graham,1416852,1426001,2019/20
Jalen Brunson,1416852,1426001,2019/20
Keita Bates-Diop,1416852,1426001,2019/20
Sviatoslav Mykhailiuk,1416852,1426001,2019/20
Khyri Thomas,1416852,1426001,2019/20
Bruce Brown,1416852,1426001,2019/20
Alize Johnson,1416852,1426001,2019/20
De'Anthony Melton,1416852,1426001,2019/20
Kendrick Nunn,1416852,1426001,2019/20
Duncan Robinson,1416852,1426001,2019/20
Jarred Vanderbilt,1416852,1426001,2019/20
Kenrich Williams,1416852,1426001,2019/20
Hamidou Diallo,1416852,1426001,2019/20
Deonte Burton,1416852,1426001,2019/20
Melvin Frazier,1416852,1426001,2019/20
Ryan Broekhoff,1416852,1426001,2019/20
Jevon Carter,1416852,1426001,2019/20
Elie Okobo,1416852,1426001,2019/20
Gary Trent Jr,1416852,1426001,2019/20
Chimezie Metu,1416852,1426001,2019/20
Isaac Bonga,1416852,1426001,2019/20
Bruno Fernando,1400000,1409040,2019/20
Jaylen Nowell,1400000,1409040,2019/20
Kevin Porter,1290960,1299296,2019/20
Jordan McRae,1254933,1263036,2019/20
Carsen Edwards,1228026,1235955,2019/20
Cody Martin,1173310,1180886,2019/20
Gary Payton II,1052909,1059707,2019/20
Terance Mann,1000000,1006457,2019/20
Admiral Schofield,1000000,1006457,2019/20
David Nwaba,903111,908942,2019/20
Javonte Green,898310,904110,2019/20
Nicolas Claxton,898310,904110,2019/20
Jalen McDaniels,898310,904110,2019/20
Caleb Martin,898310,904110,2019/20
Daniel Gafford,898310,904110,2019/20
Vlatko Cancar,898310,904110,2019/20
Alen Smailagic,898310,904110,2019/20
Eric Paschall,898310,904110,2019/20
Talen Horton-Tucker,898310,904110,2019/20
KZ Okpala,898310,904110,2019/20
Naz Reid,898310,904110,2019/20
Ignas Brazdeikis,898310,904110,2019/20
Jalen Lecque,898310,904110,2019/20
DaQuan Jeffries,898310,904110,2019/20
Justin James,898310,904110,2019/20
Matt Thomas,898310,904110,2019/20
Terence Davis,898310,904110,2019/20
Dewan Hernandez,898310,904110,2019/20
Miye Oni,898310,904110,2019/20
Damion Lee,842327,847766,2019/20
Jeff Green,840427,845853,2019/20
Timothe Luwawu,837583,842991,2019/20
Juwan Morgan,746054,750871,2019/20
Gary Clark,718765,723406,2019/20
Marvin Williams,604278,608180,2019/20
Michael Kidd-Gilchrist,595122,598964,2019/20
Rayjon Tucker,578573,582309,2019/20
Chris Clemons,563346,566983,2019/20
Brandon Goodwin,522738,526113,2019/20
Reggie Jackson,512721,516031,2019/20
Justin Patton,483115,486234,2019/20
Anzejs Pasecniks,482144,485257,2019/20
Chris Silva,466918,469933,2019/20
Troy Daniels,458439,461399,2019/20
Anthony Tolliver,434704,437511,2019/20
Joakim Noah,381360,383822,2019/20
Dion Waiters,375385,377808,2019/20
Dean Wade,375000,377421,2019/20
Ky Bowman,350189,352450,2019/20
Juan Toscano-Anderson,350189,352450,2019/20
Norvel Pelle,350189,352450,2019/20
Jamal Crawford,289803,291674,2019/20
Jordan Bell,250000,251614,2019/20
Tyler Zeller,245686,247272,2019/20
Trey Burke,229220,230700,2019/20
Jontay Porter,197933,199211,2019/20
Cameron Payne,196288,197555,2019/20
Jerian Grant,196288,197555,2019/20
Dragan Bender,189700,190924,2019/20
Mychal Mulder,187782,188994,2019/20
Tyler Johnson,183115,184297,2019/20
PJ Dozier,183115,184297,2019/20
Sindarius Thornwell,183115,184297,2019/20
Corey Brewer,183115,184297,2019/20
Joe Chealey,163356,164410,2019/20
Jaylen Adams,163356,164410,2019/20
Johnathan Williams,161245,162286,2019/20
Luguentz Dort,155647,156652,2019/20
Oshae Brissett,129568,130404,2019/20
JP Macura,106181,106866,2019/20
Donta Hall,101504,102159,2019/20
Sheldon Mac,91557,92148,2019/20
Chasson Randle,91557,92148,2019/20
Jonah Bolden,89846,90426,2019/20
Derrick Walton,81678,82205,2019/20
Charlie Brown,79568,80081,2019/20
Tacko Fall,79568,80081,2019/20
Tremont Waters,79568,80081,2019/20
Jeremiah Martin,79568,80081,2019/20
Chris Chiozza,79568,80081,2019/20
Raymond Spalding,79568,80081,2019/20
Kobi Simmons,79568,80081,2019/20
Max Strus,79568,80081,2019/20
Adam Mokoka,79568,80081,2019/20
Matt Mooney,79568,80081,2019/20
Josh Reaves,79568,80081,2019/20
Antonius Cleveland,79568,80081,2019/20
Bol Bol,79568,80081,2019/20
Tyler Cook,79568,80081,2019/20
Jordan Bone,79568,80081,2019/20
Louis King,79568,80081,2019/20
Michael Frazier,79568,80081,2019/20
William Howard,79568,80081,2019/20
Naz Long,79568,80081,2019/20
Brian Bowen,79568,80081,2019/20
Johnathan Motley,79568,80081,2019/20
Amir Coffey,79568,80081,2019/20
Devontae Cacok,79568,80081,2019/20
Kostas Antetokounmpo,79568,80081,2019/20
John Konchar,79568,80081,2019/20
Yuta Watanabe,79568,80081,2019/20
Kyle Alexander,79568,80081,2019/20
Gabe Vincent,79568,80081,2019/20
Cam Reynolds,79568,80081,2019/20
Frank Mason,79568,80081,2019/20
Kelan Martin,79568,80081,2019/20
Jordan McLaughlin,79568,80081,2019/20
Zylan Cheatham,79568,80081,2019/20
Josh Gray,79568,80081,2019/20
Kenny Wooten,79568,80081,2019/20
Jared Harper,79568,80081,2019/20
Kevin Hervey,79568,80081,2019/20
Vic Law,79568,80081,2019/20
BJ Johnson,79568,80081,2019/20
Marial Shayok,79568,80081,2019/20
Tariq Owens,79568,80081,2019/20
Moses Brown,79568,80081,2019/20
Jaylen Hoard,79568,80081,2019/20
Kyle Guy,79568,80081,2019/20
Drew Eubanks,79568,80081,2019/20
Quinndary Weatherspoon,79568,80081,2019/20
Paul Watson,79568,80081,2019/20
Jarrell Brantley,79568,80081,2019/20
Justin Wright-Foreman,79568,80081,2019/20
Garrison Mathews,79568,80081,2019/20
Malik Newman,65978,66404,2019/20
Stephen Curry,37457154,38320489,2018/19
Russell Westbrook,35665000,36487029,2018/19
Chris Paul,35654150,36475929,2018/19
LeBron James,35654150,36475929,2018/19
Kyle Lowry,32700000,33453690,2018/19
Blake Griffin,31873932,32608582,2018/19
Gordon Hayward,31214295,31933741,2018/19
James Harden,30570000,31274596,2018/19
Paul George,30560700,31265082,2018/19
Mike Conley,30521115,31224584,2018/19
Kevin Durant,30000000,30691458,2018/19
Paul Millsap,29230769,29904498,2018/19
Al Horford,28928710,29595476,2018/19
Damian Lillard,27977689,28622536,2018/19
DeMar DeRozan,27739975,28379343,2018/19
Chris Bosh,26837720,27456292,2018/19
Jrue Holiday,26641111,27255151,2018/19
Otto Porter,26011913,26611451,2018/19
CJ McCollum,25759766,26353493,2018/19
Nikola Jokic,25467250,26054235,2018/19
Andrew Wiggins,25467250,26054235,2018/19
Joel Embiid,25467250,26054235,2018/19
Anthony Davis,25434263,26020487,2018/19
Andre Drummond,25434262,26020486,2018/19
Bradley Beal,25434262,26020486,2018/19
Hassan Whiteside,24434262,24997438,2018/19
Dwight Howard,24256725,24815808,2018/19
Giannis Antetokounmpo,24157304,24714096,2018/19
Steven Adams,24157304,24714096,2018/19
Kevin Love,24119025,24674935,2018/19
Marc Gasol,24119025,24674935,2018/19
Chandler Parsons,24107258,24662897,2018/19
Harrison Barnes,24107258,24662897,2018/19
Nicolas Batum,24000000,24553167,2018/19
Rudy Gobert,23491573,24033021,2018/19
Kawhi Leonard,23114066,23646813,2018/19
DeAndre Jordan,22897200,23424948,2018/19
LaMarcus Aldridge,22347015,22862082,2018/19
Serge Ibaka,21666667,22166053,2018/19
Aaron Gordon,21590909,22088549,2018/19
Danilo Gallinari,21587579,22085143,2018/19
Victor Oladipo,21000000,21484021,2018/19
Ryan Anderson,20421546,20892234,2018/19
Joakim Noah,20261172,20728164,2018/19
Kyrie Irving,20099189,20562447,2018/19
Jabari Parker,20000000,20460972,2018/19
Jimmy Butler,19841627,20298949,2018/19
Zach LaVine,19500000,19949448,2018/19
Wesley Matthews,19360228,19806454,2018/19
Allen Crabbe,19332500,19778087,2018/19
Enes Kanter,19264603,19708625,2018/19
Tyler Johnson,19245370,19688949,2018/19
John Wall,19169800,19611637,2018/19
George Hill,19000000,19437923,2018/19
Jeff Teague,19000000,19437923,2018/19
Klay Thompson,18988725,19426389,2018/19
Goran Dragic,18109175,18526566,2018/19
Kent Bazemore,18089888,18506835,2018/19
Evan Turner,17868853,18280705,2018/19
Tristan Thompson,17469565,17872214,2018/19
Draymond Green,17469565,17872214,2018/19
Tim Hardaway Jr,17325000,17724317,2018/19
Pau Gasol,17133285,17528182,2018/19
Reggie Jackson,17043478,17436306,2018/19
Bismack Biyombo,17000000,17391826,2018/19
Evan Fournier,17000000,17391826,2018/19
Derrick Favors,16900000,17289521,2018/19
Luol Deng,16747954,17133970,2018/19
Jonas Valanciunas,16539326,16920534,2018/19
Gary Harris,16517857,16898570,2018/19
Andre Iguodala,16000000,16368778,2018/19
Timofey Mozgov,16000000,16368778,2018/19
Ian Mahinmi,16000000,16368778,2018/19
Clint Capela,15793104,16157113,2018/19
Dennis Schroeder,15500000,15857253,2018/19
DeMarre Carroll,15400000,15754948,2018/19
Gorgui Dieng,15170787,15520452,2018/19
Eric Bledsoe,15000000,15345729,2018/19
Trevor Ariza,15000000,15345729,2018/19
Tobias Harris,14800000,15141119,2018/19
Ricky Rubio,14800000,15141119,2018/19
JR Smith,14720000,15059275,2018/19
Brandon Knight,14631250,14968480,2018/19
James Johnson,14420700,14753077,2018/19
Robin Lopez,14357750,14688676,2018/19
Kenneth Faried,14242782,14571058,2018/19
Marvin Williams,14087500,14412197,2018/19
Taj Gibson,14000000,14322680,2018/19
Thaddeus Young,13764045,14081287,2018/19
Tyson Chandler,13585000,13898114,2018/19
Marcin Gortat,13565218,13877877,2018/19
Kelly Olynyk,13537527,13849548,2018/19
